DL_TRAFFIC_VOLUME,UL_TRAFFIC_VOLUME,Inter_X2_based_HO_prep,VoLTE_total_traffic,INTRA_FREQ_HO_SR_RATIO,RRC_SR_RATIO,CELL_AVAILABILITY_RATIO,RACH_Stp_Completion_SR_RATIO,Inter_RAT_HO_SR_UTRAN_SRVCC_RATIO,E_RAB_QCI1_DR_RATIO,DCR_LTE_RATIO,CSSR_LTE_RATIO,LTE_INTER_ENODEB_HOSR_RATIO,E_UTRAN_Inter_Freq_HO_SR_RATIO,Inter_RAT_HO_SR_GERAN_SRVCC_RATIO,Inter_RAT_Total_HO_SR_RATIO,E_UTRAN_tot_HO_SR_inter_eNB_X2_RATIO,E_RAB_DR_RATIO,HOUR,cell,IF_score,VAE_loss,VAE_IF_score
38261765979.0,3187867023.0,26.0,2479.0,0.7346938775510204,0.9932219235713452,1.0,0.948501317730729,1.0,0.0,0.0020494310534687385,0.9982275463741099,0.6153846153846154,0.6548672566371682,1.0,1.0,0.6153846153846154,0.0020493683663169488,18,0,0.46897990667504524,0.8171965350326204,0.4884865967385103
35487237763.0,3720960838.0,25.0,2700.0,0.7108433734939759,0.9949242636185603,1.0,0.9558469645740046,0.5764141575430692,0.0,0.0011420595139902288,0.9980758311778436,0.64,0.6140350877192983,1.0,1.0,0.64,0.0011420595139902288,19,0,0.460073945005332,0.7886481582701522,0.48272472447413367
36131053141.0,3961647537.0,101.0,4223.0,0.8163265306122449,0.9911450381679392,1.0,0.8842447275373612,1.0,0.0,0.0014294679589986752,0.9974216926239504,0.7722772277227723,0.7874015748031497,1.0,1.0,0.7722772277227723,0.0014294181222326814,20,0,0.4889208344841817,0.7809358442024248,0.510859956192898
35758230454.0,5587186327.0,138.0,4596.0,0.76,0.9942986968449932,1.0,0.8504008533760021,0.5,0.0,0.0019206569971521293,0.9978428964922178,0.7971014492753623,0.7615384615384615,1.0,0.96,0.7971014492753623,0.0019206569971521293,21,0,0.5168308902241209,0.8579604534680192,0.5237522416158256
35991992447.0,3708331707.0,125.0,6469.0,0.8394160583941606,0.9922742838052284,1.0,0.8853594065835566,0.5764141575430692,0.0,0.0019223757913227934,0.9973895515976604,0.648,0.8090909090909091,1.0,1.0,0.648,0.0019223120774227761,22,0,0.4826821130408561,0.5971287237802645,0.5438225786030948
34598993354.0,3131111802.0,96.0,4634.0,0.8208955223880597,0.9943323605295435,1.0,0.8635790067907486,1.0,0.010526315789473684,0.0017770922746781113,0.9975866461084668,0.71875,0.7524752475247525,1.0,1.0,0.71875,0.001777032690695725,23,0,0.505466431517221,0.8646767340593753,0.5539024311884195
34110828211.0,3650787484.0,52.0,4010.0,0.8031088082901554,0.9946290282288284,1.0,0.9216554763524504,0.75,0.0,0.0016431373864055534,0.9980605898481908,0.5384615384615384,0.7285714285714285,0.9761904761904762,0.9565217391304348,0.5384615384615384,0.0016431373864055534,0,0,0.5174072002861346,0.7618004546798947,0.4802746797286114
36210876074.0,3596332379.0,76.0,3660.0,0.87248322147651,0.9947593324195759,1.0,0.94325754456593,0.5764141575430692,0.0,0.0014053915932030153,0.9975494876201388,0.4342105263157895,0.7934782608695652,1.0,1.0,0.4342105263157895,0.0014053915932030153,1,0,0.4746880600382052,0.7415941106482078,0.4802086791661905
37011990606.0,4332724059.0,45.0,3230.0,0.8245614035087719,0.9932373922724836,1.0,0.9410055625455268,0.0,0.020833333333333332,0.0014533506050361758,0.9963829653393722,0.37777777777777777,0.7439024390243902,0.975609756097561,0.9523809523809524,0.37777777777777777,0.0014533506050361758,2,0,0.5336071377939461,1.2448181338810749,0.5674914132630728
40061261468.0,4859747433.0,28.0,2480.0,0.8795180722891566,0.9946121143241992,1.0,0.9472662538984516,0.3333333333333333,0.0,0.001397601326096142,0.9969841424263058,0.4642857142857143,0.8039215686274509,1.0,0.9393939393939394,0.4642857142857143,0.001397601326096142,3,0,0.504651178786899,0.6844288050145381,0.4753450535211775
37709068605.0,4578774861.0,39.0,1331.0,0.7590361445783133,0.9929403960958968,1.0,0.9280436343261368,0.0,0.03448275862068965,0.0019464720194647203,0.9952613708443716,0.5897435897435898,0.7304964539007093,1.0,0.9444444444444444,0.5897435897435898,0.0019464720194647203,4,0,0.5196860809037325,1.3661480515789017,0.6268240369265242
37283386030.0,5204551978.0,80.0,1432.0,0.8160919540229885,0.991329781677635,1.0,0.9494872704542768,0.5764141575430692,0.03125,0.0015181545987433054,0.9962964521695216,0.2608695652173913,0.78125,1.0,1.0,0.075,0.0015181545987433054,5,0,0.5002327643530751,1.923863317758076,0.5619103290201446
36139591615.0,4727989678.0,132.0,988.0,0.725,0.9921255763352846,1.0,0.9674642627592324,0.5764141575430692,0.08695652173913042,0.002678093197643278,0.9975302543837984,0.09090909090909093,0.5714285714285714,0.9375,0.9375,0.06818181818181818,0.002678093197643278,6,0,0.5559188035406873,6.73394112324395,0.673890088040106
36024451861.0,3952717595.0,27.0,1427.0,0.7450980392156863,0.9921898318575266,1.0,0.92549548186557,0.5764141575430692,0.0,0.0009936938658513278,0.9985879479448918,0.5925925925925926,0.6268656716417911,1.0,1.0,0.5925925925925926,0.0009936938658513278,7,0,0.4586782123895842,0.836078445453038,0.4662101672484516
39908050975.0,3769696460.0,22.0,3461.0,0.8235294117647058,0.993061115559114,1.0,0.9278969112728704,0.0,0.0,0.0013215671228204802,0.9987598888176179,0.5454545454545454,0.7391304347826086,1.0,0.8888888888888888,0.5454545454545454,0.0013215671228204802,8,0,0.4879003877449475,0.8491853652708269,0.47726148404516
39191568824.0,2268756889.0,37.0,2793.0,0.7428571428571429,0.9921286596069993,1.0,0.9308145526668872,0.5764141575430692,0.0,0.0006316834363578938,0.9989622343545548,0.6216216216216216,0.64,1.0,1.0,0.6216216216216216,0.0006316834363578938,9,0,0.459466847182566,0.757188301110924,0.5132239533887103
35308136224.0,2788134111.0,30.0,1529.0,0.7777777777777778,0.9903691813804172,1.0,0.911956428099664,1.0,0.0,0.0010126116174169195,0.9994018313164312,0.7,0.6410256410256411,1.0,1.0,0.7,0.0010126116174169195,10,0,0.47125181637875013,0.8683050143809087,0.4741741101749668
38542422552.0,1929944783.0,20.0,394.0,0.7966101694915254,0.9928955120429734,1.0,0.9293633292196888,0.5764141575430692,0.0,0.0003841905585170244,0.9995676195051646,0.7,0.7142857142857143,1.0,1.0,0.7,0.0003841905585170244,11,0,0.47153436992749725,0.6792963009669799,0.5333127529468824
38067800240.0,2247042249.0,13.0,1809.0,0.9574468085106383,0.9927873945849978,1.0,0.9627165479859708,0.5764141575430692,0.0,0.0005848216294030321,0.9989247793557636,0.2857142857142857,0.9117647058823528,0.9090909090909092,0.9090909090909092,0.15384615384615385,0.0005848216294030321,12,0,0.4947772739585096,1.546161734461643,0.5085868133994185
34849109013.0,6141463707.0,22.0,2751.0,0.6513761467889908,0.9936806628282544,1.0,0.9447881998776778,0.5764141575430692,0.0,0.00026399155227032733,0.9987234362093564,0.6363636363636364,0.4805194805194805,1.0,1.0,0.6363636363636364,0.00026399155227032733,13,0,0.47138586874453964,1.3209773399809408,0.5346933375930887
35306549737.0,1692504492.0,15.0,1884.0,0.78125,0.9904552472745988,1.0,0.9495719154359812,1.0,0.0,0.0006624222573878482,0.998675642865026,0.6,0.7385620915032679,1.0,1.0,0.6,0.0006624222573878482,14,0,0.470205544270234,0.7733726806675362,0.49535528410118645
37203092009.0,2296062515.0,28.0,1972.0,0.5406698564593302,0.9914354066985646,1.0,0.9160374641027208,0.5764141575430692,0.0,0.0009071323279283367,0.9989073508910742,0.6071428571428571,0.4260355029585799,1.0,1.0,0.6071428571428571,0.0009071323279283367,15,0,0.4611169400063427,1.8177759227541348,0.48644099140188457
34607152549.0,3609079812.0,22.0,4229.0,0.8650793650793651,0.9938624158213281,1.0,0.921956809167034,0.5764141575430692,0.0,0.0007360813704496787,0.9975639057598612,0.6363636363636364,0.7820512820512819,1.0,1.0,0.6363636363636364,0.0007360813704496787,16,0,0.4664822491493554,0.45507358856166585,0.4820565271877902
35001347532.0,2859208759.0,28.0,7763.0,0.8248175182481752,0.9906042884990254,1.0,0.9329820669254946,0.5764141575430692,0.0,0.0010111533276136783,0.9971859419447588,0.4642857142857143,0.7857142857142857,1.0,1.0,0.4642857142857143,0.0010111533276136783,17,0,0.4736174330082569,0.9327013188695208,0.48613831552720815
34033928941.0,4254236762.0,29.0,4401.0,0.7205882352941176,0.9936689892859821,1.0,0.9453013044955606,0.0,0.012345679012345678,0.0010536482570901748,0.997105686303172,0.56,0.6226415094339622,0.9666666666666668,0.90625,0.4827586206896552,0.0010536482570901748,18,0,0.5210645192739835,1.2583200020194414,0.5297605993355713
36490167674.0,4227580516.0,9.0,4162.0,0.3566666666666667,0.9939727568610116,1.0,0.9428583498795996,0.5764141575430692,0.0,0.0007903388973191705,0.9969755206200184,0.8888888888888888,0.2380952380952381,1.0,1.0,0.8888888888888888,0.0007903388973191705,19,0,0.47945361106692813,3.0649546478024363,0.5101020777823396
36168460884.0,3676864893.0,29.0,3859.0,0.8449612403100775,0.9935518317726302,1.0,0.9157310379241516,0.5764141575430692,0.0,0.0006169432087540994,0.9969470607340044,0.7586206896551724,0.7777777777777778,1.0,1.0,0.7586206896551724,0.0006169432087540994,20,0,0.4665839173714087,0.47852443501472386,0.4968099226636428
35634413453.0,3481130846.0,124.0,5007.0,0.9245283018867924,0.9940439002040902,1.0,0.8805323955910991,0.5764141575430692,0.0,0.0009664948453608248,0.9979043074542172,0.5403225806451613,0.8732394366197183,1.0,1.0,0.5403225806451613,0.0009664948453608248,21,0,0.4714252034068948,0.7793071575594855,0.49615717605524884
35070667203.0,3336120862.0,69.0,10239.0,0.8418367346938775,0.9926518883415436,1.0,0.9012350890226504,1.0,0.018292682926829267,0.0016313725490196078,0.9978349545026672,0.7794117647058824,0.7959183673469388,0.9803921568627452,0.9807692307692308,0.7681159420289855,0.0016313725490196078,22,0,0.542962155034664,0.8633608442143939,0.5485321076887063
35428694739.0,2865548782.0,39.0,8411.0,0.7784090909090909,0.9920721155780916,1.0,0.9363978368210676,0.5764141575430692,0.0059880239520958105,0.0014016879902180072,0.9977705775690378,0.7179487179487181,0.7194244604316546,0.9777777777777776,0.9777777777777776,0.7179487179487181,0.001401646188715257,23,0,0.5248339282172066,0.6102074096536713,0.551883104765811
34756736806.0,3409027702.0,52.0,7368.0,0.7828947368421053,0.9920726606381708,1.0,0.9281529332231652,1.0,0.007575757575757577,0.001507043119886818,0.9970856213762004,0.7115384615384616,0.7117117117117117,1.0,1.0,0.7115384615384616,0.001507043119886818,0,0,0.5154968623983888,0.9173901512060467,0.5713101882544764
39980611447.0,3874477736.0,27.0,3384.0,0.9030303030303032,0.9931647586698537,1.0,0.9296112360190112,0.5,0.0,0.0008918249380677127,0.9957970776555574,0.7407407407407407,0.8543689320388349,1.0,0.98,0.7407407407407407,0.0008918249380677127,1,0,0.4934695713788738,0.3941460005987822,0.47591406987862467
39587578038.0,3765926670.0,26.0,2324.0,0.9035087719298246,0.993555790960452,1.0,0.9404121540746724,0.0,0.0,0.0015077271013946474,0.996988467198248,0.4615384615384616,0.8933333333333333,1.0,0.8823529411764706,0.4615384615384616,0.0015077271013946474,2,0,0.4942510199270423,0.9610906115746509,0.47932485014454224
40495769409.0,4466945790.0,12.0,2116.0,0.8425925925925926,0.9957931318304448,1.0,0.9695715731474192,1.0,0.020408163265306117,0.0006790564689063617,0.995161347706977,0.6666666666666666,0.7820512820512819,1.0,1.0434782608695652,0.6666666666666666,0.0006790564689063617,3,0,0.508082851105889,0.6865669456102814,0.5772822422003604
39571895625.0,5335250427.0,29.0,3126.0,0.8021978021978022,0.9951195037401934,1.0,0.9531750891474264,0.3333333333333333,0.0,0.0011158768350943264,0.9972109887045044,0.3448275862068966,0.7901234567901234,1.0,0.8888888888888888,0.3448275862068966,0.0011158768350943264,4,0,0.4997292398219796,0.9776213037483916,0.488322038107985
35918527549.0,7121823289.0,34.0,3444.0,0.6724137931034483,0.9941450828619628,1.0,0.9155533929045386,0.5764141575430692,0.0,0.0003753331081334684,0.9966232694255808,0.3235294117647059,0.6842105263157895,1.0,1.0,0.3235294117647059,0.0003753331081334684,5,0,0.4814936173666281,1.3981118554952219,0.5474199625932535
36860559986.0,4151850164.0,75.0,1407.0,0.7758620689655172,0.992697152379552,1.0,0.9330457421158562,0.0,0.0,0.0016214964095436649,0.9971124971124972,0.3108108108108108,0.6666666666666666,0.8571428571428571,0.6,0.30666666666666664,0.0016214964095436649,6,0,0.5204574914350226,2.5645359541875896,0.5206168580213979
39123466764.0,4069363950.0,121.0,3594.0,0.6610169491525424,0.9931847577355488,1.0,0.9405613614898858,0.3333333333333333,0.03333333333333333,0.001199040767386091,0.9886229430753484,0.3137254901960784,0.5111111111111111,1.0,0.8666666666666667,0.2644628099173554,0.001199040767386091,7,0,0.5277217788534878,2.276014700072833,0.5763059221250173
36937270182.0,3659948975.0,46.0,3406.0,0.7798165137614679,0.9921279334587584,1.0,0.9376512230670372,0.3333333333333333,0.03125,0.001726283672568148,0.9981916817359856,0.4666666666666667,0.6470588235294118,1.0,0.8181818181818182,0.4565217391304348,0.001726283672568148,8,0,0.5091995619138165,1.3289383073753196,0.5772475676632224
39547602508.0,2535892132.0,26.0,1143.0,0.85,0.9917208752217622,1.0,0.9354526544270598,0.5764141575430692,0.0,0.0006315694500834574,0.9981072555205048,0.6923076923076923,0.6808510638297872,0.75,0.75,0.6923076923076923,0.0006315694500834574,9,0,0.5027295751837845,2.3679257758184127,0.5280619055943794
35272449714.0,2172732707.0,22.0,792.0,0.6266666666666667,0.9938922220420516,1.0,0.9148628293871748,0.5764141575430692,0.0,0.0006755235307363207,0.9976173350116886,0.7272727272727273,0.4705882352941176,0.8333333333333334,0.8333333333333334,0.7272727272727273,0.0006755235307363207,10,0,0.49657346155543647,2.1631912873117383,0.5292375671868464
34345654693.0,3713312308.0,22.0,870.0,0.5769230769230769,0.9925373134328358,1.0,0.9187972908380906,0.5764141575430692,0.05263157894736842,0.0011698095550044453,0.9984099518308936,0.6363636363636364,0.40540540540540543,1.0,1.0,0.6363636363636364,0.0011698095550044453,11,0,0.4957630709278606,3.1022833030778436,0.6040936118995077
34199362556.0,2151497004.0,23.0,205.0,0.6794871794871795,0.9896517308399432,1.0,0.9346424823864488,1.0,0.0,0.0007584207004238232,0.9983975072334744,0.6521739130434783,0.4897959183673469,1.0,1.0,0.6521739130434783,0.0007584207004238232,12,0,0.47530887552640444,1.4600420699008736,0.4943924459792467
31192804540.0,2567882429.0,18.0,1359.0,0.7037037037037037,0.9938815338361728,1.0,0.9238273063293068,0.0,0.0,0.0008084800574919152,0.9977150537634408,0.6111111111111112,0.5428571428571428,1.0,0.8571428571428571,0.6111111111111112,0.0008084800574919152,13,0,0.48277519701733845,1.359787405466563,0.5008030519306099
35992470780.0,3407087804.0,18.0,503.0,0.6739130434782609,0.9928297055057621,1.0,0.924690243243998,0.5764141575430692,0.0,0.0006639555149804963,0.9976786602553472,0.7777777777777778,0.4545454545454545,1.0,1.0,0.7777777777777778,0.0006639555149804963,14,0,0.4680653341983329,1.3263691125604242,0.4873116947550718
35391456039.0,2704451743.0,21.0,1997.0,0.7602739726027398,0.992187153193945,1.0,0.9108426804716708,0.5764141575430692,0.0,0.0009112575353988504,0.9973470171396656,0.6190476190476191,0.6170212765957447,1.0,1.0,0.6190476190476191,0.0009112575353988504,15,0,0.456533381457687,0.8368644855548087,0.46256681487922513
35374524290.0,3165922057.0,26.0,3732.0,0.6082474226804123,0.9905318039624608,1.0,0.932306995698438,0.5764141575430692,0.0,0.001263526210069332,0.9966693613581245,0.6538461538461539,0.5126582278481012,1.0,1.0,0.6538461538461539,0.001263526210069332,16,0,0.46566871644578606,1.2882945484119737,0.4859367653263183
35223221459.0,3914298917.0,60.0,5178.0,0.8,0.9904289397609188,1.0,0.916270599474564,0.5764141575430692,0.0,0.0014244582512501895,0.9977606972099498,0.5918367346938775,0.7196261682242991,1.0,1.0,0.4833333333333333,0.0014244582512501895,17,0,0.4740804108948442,0.7753582219374568,0.5195157369498459
37066718310.0,3273293338.0,65.0,4350.0,0.7745664739884393,0.9917534882008616,1.0,0.9466717739189652,0.0,0.0,0.0011029518474443443,0.9974492753623188,0.34210526315789475,0.5333333333333333,1.0,0.972972972972973,0.2,0.0011029518474443443,18,0,0.49143088664533274,1.9338479748940167,0.5224193576153309
36290206023.0,4087182726.0,43.0,4156.0,0.8947368421052632,0.9901668412992666,1.0,0.9385407504018928,0.5764141575430692,0.0,0.0008694842095456945,0.9976189739942484,0.627906976744186,0.8481012658227848,1.0,1.0,0.627906976744186,0.0008694842095456945,19,0,0.464120526667381,0.4584562146064718,0.4832779155841423
37400075295.0,4384509539.0,81.0,5027.0,0.7340425531914894,0.989061627257494,1.0,0.8931751146109359,0.5764141575430692,0.0,0.0014633972231145374,0.9964317573595004,0.7654320987654321,0.6423357664233577,0.9767441860465116,0.9767441860465116,0.7654320987654321,0.0014633972231145374,20,0,0.5106071318487156,0.8255150579926591,0.5018767228045765
39072560491.0,4156693339.0,82.0,4002.0,0.7107438016528925,0.9873882644481812,1.0,0.9138110140109854,0.5,0.011764705882352941,0.0017421007685738685,0.9978855466884932,0.6585365853658537,0.6086956521739131,1.0,0.972972972972973,0.6585365853658537,0.0017421007685738685,21,0,0.5095667320063985,0.9274699438087483,0.5124928849513405
37403446284.0,4658835782.0,40.0,6770.0,0.8203592814371258,0.986372745490982,1.0,0.913274830591936,0.5764141575430692,0.0,0.001899303588684149,0.9961726628282358,0.625,0.7288135593220338,0.9803921568627452,0.9803921568627452,0.625,0.001899303588684149,22,0,0.5204678105253285,0.706515627593495,0.5299717776316573
38201388166.0,3463622785.0,62.0,5022.0,0.8421052631578947,0.9932588916459884,1.0,0.9116019101367484,0.6666666666666666,0.008771929824561403,0.0012746774444271725,0.9966235053590236,0.7903225806451613,0.8181818181818182,0.9827586206896552,0.9672131147540984,0.7903225806451613,0.0012746774444271725,23,0,0.5459394062817298,0.4178135759484135,0.5540212547775812
37468612512.0,3536979935.0,47.0,4564.0,0.8776978417266187,0.9885075202468184,1.0,0.9295108317539524,0.5764141575430692,0.008,0.0013110742068001048,0.998140183656864,0.44680851063829785,0.8076923076923077,1.0,1.0,0.44680851063829785,0.0013110742068001048,0,0,0.5048380741257004,0.8720459466799901,0.5523163628954654
35826355014.0,3543314059.0,24.0,6481.0,0.8288770053475936,0.9936388912292526,1.0,0.9470765618991722,0.5764141575430692,0.0,0.0012202954399486193,0.996925835788395,0.6086956521739131,0.7333333333333333,0.8857142857142857,0.8857142857142857,0.5833333333333334,0.0012202954399486193,1,0,0.49817923831167005,1.0310023687553245,0.4905354044129019
35334330071.0,3328943418.0,10.0,5526.0,0.8211382113821138,0.992470203519642,1.0,0.9566012052246796,0.5764141575430692,0.0,0.0012592018597442853,0.9966859716859716,0.4,0.7407407407407407,1.0,1.0,0.4,0.0012592018597442853,2,0,0.4770816659039718,0.9418200079040477,0.4840468384351082
37428319108.0,5477654440.0,12.0,4700.0,0.8666666666666667,0.9951284322409212,1.0,0.9510593607305936,0.5764141575430692,0.0,0.0008044243338360985,0.9954980491546336,0.75,0.8526315789473684,1.0,1.0,0.75,0.0008044243338360985,3,0,0.47879831440623716,0.3397788427683766,0.4809493566552301
39835792440.0,4698394909.0,7.0,1038.0,0.908256880733945,0.9949417009602196,1.0,0.9637512169719474,0.5764141575430692,0.0,0.0005855562784645412,0.9964602344688728,0.2857142857142857,0.8780487804878049,1.0,1.0,0.2857142857142857,0.0005855562784645412,4,0,0.487193934957312,1.1054708558462225,0.49025748723933565
40152620835.0,6278877990.0,15.0,1826.0,0.8303571428571429,0.9882454957124964,1.0,0.9499427594769344,0.5764141575430692,0.0,0.0010087047483842042,0.9968233799237612,0.4,0.7777777777777778,1.0,1.0,0.4,0.0010087047483842042,5,0,0.4787117047924503,0.9068728571952273,0.46748564858696834
42905319362.0,4360477784.0,59.0,1682.0,0.7709923664122137,0.9918924263397272,1.0,0.9253745601604916,1.0,0.0,0.0010580011335726432,0.9972843510730584,0.7627118644067796,0.6914893617021277,1.0,1.0,0.7627118644067796,0.0010579611577117812,6,0,0.4902622184431023,0.6770875877926732,0.4709087619742478
43157932348.0,3904522859.0,22.0,4132.0,0.9245283018867924,0.9931129476584022,1.0,0.9354324720708324,0.5764141575430692,0.0,0.0004742196930505259,0.9978426888725892,0.7272727272727273,0.8984375,1.0,1.0,0.7272727272727273,0.0004742196930505259,7,0,0.4745367224884918,0.36992176743841976,0.4763508906577124
40481651521.0,3198245116.0,36.0,853.0,0.7852760736196319,0.9901289512723952,1.0,0.9351170455790744,1.0,0.0,0.0012315832687132234,0.9971239443049532,0.6111111111111112,0.7481481481481481,1.0,1.0,0.6111111111111112,0.0012315832687132234,8,0,0.4802870889217911,0.7654518970813557,0.4820186604160776
41224829246.0,3221085631.0,24.0,889.0,0.9365079365079364,0.9920118995152052,1.0,0.9285235754253202,0.5764141575430692,0.0,0.0013168649532285894,0.9982313727268604,0.5833333333333334,0.9058823529411764,1.0,1.0,0.5833333333333334,0.0013168649532285894,9,0,0.4709222206836378,0.52985167145901,0.48516389767921836
